ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1826126,1.00,1.00,0,-9.92668,0.00,27824136,,
ILMN_1826138,1.00,1.00,0,-9.92668,0.00,27842378,,
ILMN_1826157,1.00,1.00,0,-9.92668,0.00,15935278,,
ILMN_1826160,1.00,1.00,0,-9.92668,0.00,8909325,,
ILMN_1826175,1.00,1.00,0,-9.92668,0.00,5450841,,
ILMN_1826186,1.00,1.00,0,-9.92668,0.00,21750468,ACSM2A,acyl-CoA synthetase medium-chain family member 2A
ILMN_1826205,1.00,1.00,0,-9.92668,0.00,5658691,,
ILMN_1826208,1.00,1.00,0,-9.92668,0.00,24724411,,
ILMN_1826215,1.00,1.00,0,-9.92668,0.00,13625155,LOC100128922,connexin
ILMN_1826226,1.00,1.00,0,-9.92668,0.00,4762274,,
ILMN_1826228,1.00,1.00,0,-9.92668,0.00,31149022,,
ILMN_1826235,1.00,1.00,0,-9.92668,0.00,19732319,,
ILMN_1826236,1.00,1.00,0,-9.92668,0.00,3755841,,
ILMN_1826286,1.00,1.00,0,-9.92668,0.00,3803327,,
ILMN_1826291,1.00,1.00,0,-9.92668,0.00,5885633,,
ILMN_1826307,1.00,1.00,0,-9.92668,0.00,24724141,,
ILMN_1826355,1.00,1.00,0,-9.92668,0.00,824650,,
ILMN_1826361,1.00,1.00,0,-9.92668,0.00,4991292,,
ILMN_1826364,1.00,1.00,0,-9.92668,0.00,58570831,,
ILMN_1826367,1.00,1.00,0,-9.92668,0.00,27786695,,
ILMN_1826368,1.00,1.00,0,-9.92668,0.00,23285305,LOC100506731,uncharacterized LOC100506731
ILMN_1826382,1.00,1.00,0,-9.92668,0.00,6138380,,
ILMN_1826451,1.00,1.00,0,-9.92668,0.00,5865325,,
ILMN_1826474,1.00,1.00,0,-9.92668,0.00,27846840,,
ILMN_1826497,1.00,1.00,0,-9.92668,0.00,3430320,,
ILMN_1826510,1.00,1.00,0,-9.92668,0.00,19739273,,
ILMN_1826572,1.00,1.00,0,-9.92668,0.00,21753646,MEG9,maternally expressed 9 (non-protein coding)
ILMN_1826574,1.00,1.00,0,-9.92668,0.00,10809136,,
ILMN_1826613,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1826644,1.00,1.00,0,-9.92668,0.00,5747032,,
ILMN_1826683,1.00,1.00,0,-9.92668,0.00,19751160,,
ILMN_1826692,1.00,1.00,0,-9.92668,0.00,45946119,LINC00554,long intergenic non-protein coding RNA 554
ILMN_1826698,1.00,1.00,0,-9.92668,0.00,19045044,,
ILMN_1826707,1.00,1.00,0,-9.92668,0.00,23284619,,
ILMN_1826726,1.00,1.00,0,-9.92668,0.00,83107442,,
ILMN_1826733,1.00,1.00,0,-9.92668,0.00,9970599,,
ILMN_1826755,1.00,1.00,0,-9.92668,0.00,27878355,,
ILMN_1826759,1.00,1.00,0,-9.92668,0.00,27811314,,
ILMN_1826765,1.00,1.00,0,-9.92668,0.00,4762418,,
ILMN_1826776,1.00,1.00,0,-9.92668,0.00,83106760,,
ILMN_1826805,1.00,1.00,0,-9.92668,0.00,10439802,,
ILMN_1826814,1.00,1.00,0,-9.92668,0.00,2988251,,
ILMN_1826818,1.00,1.00,0,-9.92668,0.00,5037307,,
ILMN_1826819,1.00,1.00,0,-9.92668,0.00,4690075,,
ILMN_1826823,1.00,1.00,0,-9.92668,0.00,6035763,,
ILMN_1826853,1.00,1.00,0,-9.92668,0.00,9511535,MRO,maestro
ILMN_1826856,1.00,1.00,0,-9.92668,0.00,18985349,,
ILMN_1826881,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1826917,1.00,1.00,0,-9.92668,0.00,27841929,,
ILMN_1826946,1.00,1.00,0,-9.92668,0.00,4735411,,
ILMN_1827009,1.00,1.00,0,-9.92668,0.00,27847941,,
ILMN_1827037,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1827049,1.00,1.00,0,-9.92668,0.00,27877764,,
ILMN_1827081,1.00,1.00,0,-9.92668,0.00,34481378,,
ILMN_1827101,1.00,1.00,0,-9.92668,0.00,27842568,,
ILMN_1827107,1.00,1.00,0,-9.92668,0.00,36353222,,
ILMN_1827118,1.00,1.00,0,-9.92668,0.00,21755504,,
ILMN_1827134,1.00,1.00,0,-9.92668,0.00,2717599,TCF24,transcription factor 24
ILMN_1827171,1.00,1.00,0,-9.92668,0.00,3146212,,
ILMN_1827261,1.00,1.00,0,-9.92668,0.00,7152183,,
ILMN_1827267,1.00,1.00,0,-9.92668,0.00,20356869,,
ILMN_1827288,1.00,1.00,0,-9.92668,0.00,83107783,,
ILMN_1827297,1.00,1.00,0,-9.92668,0.00,2574859,,
ILMN_1827354,1.00,1.00,0,-9.92668,0.00,11593141,LOC101059948,uncharacterized LOC101059948
ILMN_1827357,1.00,1.00,0,-9.92668,0.00,13281369,,
ILMN_1827429,1.00,1.00,0,-9.92668,0.00,27880979,,
ILMN_1827466,1.00,1.00,0,-9.92668,0.00,30754798,,
ILMN_1827475,1.00,1.00,0,-9.92668,0.00,34367465,,
ILMN_1827511,1.00,1.00,0,-9.92668,0.00,51666802,,
ILMN_1827516,1.00,1.00,0,-9.92668,0.00,83107953,C18orf61,uncharacterized LOC497259
ILMN_1827562,1.00,1.00,0,-9.92668,0.00,34530650,,
ILMN_1827582,1.00,1.00,0,-9.92668,0.00,6701766,,
ILMN_1827639,1.00,1.00,0,-9.92668,0.00,9510862,,
ILMN_1827700,1.00,1.00,0,-9.92668,0.00,2835338,,
ILMN_1827721,1.00,1.00,0,-9.92668,0.00,5804065,,
ILMN_1827760,1.00,1.00,0,-9.92668,0.00,34532432,SLC14A2-AS1,SLC14A2 antisense RNA 1
ILMN_1827827,1.00,1.00,0,-9.92668,0.00,7458044,,
ILMN_1827839,1.00,1.00,0,-9.92668,0.00,83153380,,
ILMN_1827847,1.00,1.00,0,-9.92668,0.00,1212218,,
ILMN_1827861,1.00,1.00,0,-9.92668,0.00,11597761,,
ILMN_1827863,1.00,1.00,0,-9.92668,0.00,51653658,,
ILMN_1827875,1.00,1.00,0,-9.92668,0.00,2458745,,
ILMN_1827891,1.00,1.00,0,-9.92668,0.00,83078878,,
ILMN_1827895,1.00,1.00,0,-9.92668,0.00,16549665,LOC219690,uncharacterized LOC219690
ILMN_1827918,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1827920,1.00,1.00,0,-9.92668,0.00,19730316,,
ILMN_1827921,1.00,1.00,0,-9.92668,0.00,19762616,,
ILMN_1827969,1.00,1.00,0,-9.92668,0.00,27790861,,
ILMN_1827981,1.00,1.00,0,-9.92668,0.00,18989564,,
ILMN_1827984,1.00,1.00,0,-9.92668,0.00,28614606,C20orf187,chromosome 20 open reading frame 187
ILMN_1827988,1.00,1.00,0,-9.92668,0.00,7376005,ANKRD60,ankyrin repeat domain 60
ILMN_1827990,1.00,1.00,0,-9.92668,0.00,5407126,LOC105370016,uncharacterized LOC105370016
ILMN_1827995,1.00,1.00,0,-9.92668,0.00,5637325,,
ILMN_1828001,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1828024,1.00,1.00,0,-9.92668,0.00,38150396,,
ILMN_1828055,1.00,1.00,0,-9.92668,0.00,2741112,,
ILMN_1828057,1.00,1.00,0,-9.92668,0.00,20380395,,
ILMN_1828064,1.00,1.00,0,-9.92668,0.00,5589918,,
ILMN_1828120,1.00,1.00,0,-9.92668,0.00,43440460,,
ILMN_1828169,1.00,1.00,0,-9.92668,0.00,83103363,,
ILMN_1828178,1.00,1.00,0,-9.92668,0.00,7704430,,
ILMN_1828179,1.00,1.00,0,-9.92668,0.00,23025925,,
ILMN_1828188,1.00,1.00,0,-9.92668,0.00,11512242,,
ILMN_1828229,1.00,1.00,0,-9.92668,0.00,2717591,,
ILMN_1828251,1.00,1.00,0,-9.92668,0.00,2957357,,
ILMN_1828261,1.00,1.00,0,-9.92668,0.00,4299113,,
ILMN_1828267,1.00,1.00,0,-9.92668,0.00,19366416,,
ILMN_1828278,1.00,1.00,0,-9.92668,0.00,83124310,,
ILMN_1828285,1.00,1.00,0,-9.92668,0.00,4887892,,
ILMN_1828329,1.00,1.00,0,-9.92668,0.00,21754087,,
ILMN_1828332,1.00,1.00,0,-9.92668,0.00,3405829,,
ILMN_1828337,1.00,1.00,0,-9.92668,0.00,27841760,,
ILMN_1828353,1.00,1.00,0,-9.92668,0.00,21749553,,
ILMN_1828377,1.00,1.00,0,-9.92668,0.00,6697899,,
ILMN_1828380,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1828413,1.00,1.00,0,-9.92668,0.00,2569619,LINC01066,long intergenic non-protein coding RNA 1066
ILMN_1828426,1.00,1.00,0,-9.92668,0.00,4986579,,
ILMN_1828436,1.00,1.00,0,-9.92668,0.00,9509452,UGT2A1,UDP glucuronosyltransferase family 2 member A1 complex locus
ILMN_1828440,1.00,1.00,0,-9.92668,0.00,83146094,LOC101928471,uncharacterized LOC101928471
ILMN_1828454,1.00,1.00,0,-9.92668,0.00,4738338,,
ILMN_1828469,1.00,1.00,0,-9.92668,0.00,83126215,,
ILMN_1828490,1.00,1.00,0,-9.92668,0.00,23710565,,
ILMN_1828491,1.00,1.00,0,-9.92668,0.00,21752806,LOC283485,uncharacterized LOC283485
ILMN_1828555,1.00,1.00,0,-9.92668,0.00,27829014,,
ILMN_1828566,1.00,1.00,0,-9.92668,0.00,11683426,,
ILMN_1828578,1.00,1.00,0,-9.92668,0.00,78457263,,
ILMN_1828624,1.00,1.00,0,-9.92668,0.00,20364698,,
ILMN_1828625,1.00,1.00,0,-9.92668,0.00,2557563,,
ILMN_1828640,1.00,1.00,0,-9.92668,0.00,83152164,,
ILMN_1828677,1.00,1.00,0,-9.92668,0.00,78555344,,
ILMN_1828699,1.00,1.00,0,-9.92668,0.00,8162716,,
ILMN_1828737,1.00,1.00,0,-9.92668,0.00,4390342,,
ILMN_1828751,1.00,1.00,0,-9.92668,0.00,6041322,,
ILMN_1828766,1.00,1.00,0,-9.92668,0.00,30215163,,
ILMN_1828794,1.00,1.00,0,-9.92668,0.00,27836922,,
ILMN_1828825,1.00,1.00,0,-9.92668,0.00,10032315,,
ILMN_1828875,1.00,1.00,0,-9.92668,0.00,31005772,,
ILMN_1828919,1.00,1.00,0,-9.92668,0.00,18976147,,
ILMN_1828927,1.00,1.00,0,-9.92668,0.00,3801677,,
ILMN_1828958,1.00,1.00,0,-9.92668,0.00,314209,,
ILMN_1828983,1.00,1.00,0,-9.92668,0.00,5363123,,
ILMN_1828993,1.00,1.00,0,-9.92668,0.00,83125176,,
ILMN_1829027,1.00,1.00,0,-9.92668,0.00,23368656,,
ILMN_1829064,1.00,1.00,0,-9.92668,0.00,31443686,,
ILMN_1829068,1.00,1.00,0,-9.92668,0.00,5914273,,
ILMN_1829112,1.00,1.00,0,-9.92668,0.00,11599824,,
ILMN_1829118,1.00,1.00,0,-9.92668,0.00,19121276,,
ILMN_1829136,1.00,1.00,0,-9.92668,0.00,5858410,,
ILMN_1829139,1.00,1.00,0,-9.92668,0.00,18982248,,
ILMN_1829156,1.00,1.00,0,-9.92668,0.00,28290281,,
ILMN_1829177,1.00,1.00,0,-9.92668,0.00,2051433,,
ILMN_1829221,1.00,1.00,0,-9.92668,0.00,12168873,,
ILMN_1829223,1.00,1.00,0,-9.92668,0.00,2874453,,
ILMN_1829232,1.00,1.00,0,-9.92668,0.00,18993962,,
ILMN_1829244,1.00,1.00,0,-9.92668,0.00,27793287,,
ILMN_1829307,1.00,1.00,0,-9.92668,0.00,4187738,,
ILMN_1829366,1.00,1.00,0,-9.92668,0.00,83152454,,
ILMN_1829378,1.00,1.00,0,-9.92668,0.00,10907215,,
ILMN_1829410,1.00,1.00,0,-9.92668,0.00,21757294,ALDH1L1-AS2,ALDH1L1 antisense RNA 2
ILMN_1829444,1.00,1.00,0,-9.92668,0.00,23652931,,
ILMN_1829448,1.00,1.00,0,-9.92668,0.00,23288915,,
ILMN_1829464,1.00,1.00,0,-9.92668,0.00,6712990,,
ILMN_1829483,1.00,1.00,0,-9.92668,0.00,6704544,,
ILMN_1829517,1.00,1.00,0,-9.92668,0.00,4175057,,
ILMN_1829520,1.00,1.00,0,-9.92668,0.00,2908386,,
ILMN_1829535,1.00,1.00,0,-9.92668,0.00,5631869,,
ILMN_1829553,1.00,1.00,0,-9.92668,0.00,4740575,,
ILMN_1829586,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1829599,1.00,1.00,0,-9.92668,0.00,4739147,,
ILMN_1829608,1.00,1.00,0,-9.92668,0.00,23296107,,
ILMN_1829618,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1829641,1.00,1.00,0,-9.92668,0.00,19730950,,
ILMN_1829686,1.00,1.00,0,-9.92668,0.00,19606063,,
ILMN_1829696,1.00,1.00,0,-9.92668,0.00,27877686,,
ILMN_1829704,1.00,1.00,0,-9.92668,0.00,26251928,LOC101928358,uncharacterized LOC101928358
ILMN_1829707,1.00,1.00,0,-9.92668,0.00,30460596,IER5L,immediate early response 5 like
ILMN_1829708,1.00,1.00,0,-9.92668,0.00,6664092,,
ILMN_1829711,1.00,1.00,0,-9.92668,0.00,3835567,,
ILMN_1829730,1.00,1.00,0,-9.92668,0.00,19589322,,
ILMN_1829745,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1829753,1.00,1.00,0,-9.92668,0.00,23669785,,
ILMN_1829827,1.00,1.00,0,-9.92668,0.00,34532469,,
ILMN_1829907,1.00,1.00,0,-9.92668,0.00,3797772,,
ILMN_1829916,1.00,1.00,0,-9.92668,0.00,24047283,LOC101928955,uncharacterized LOC101928955
ILMN_1829919,1.00,1.00,0,-9.92668,0.00,5393955,ACTC1,"actin, alpha, cardiac muscle 1"
ILMN_1829952,1.00,1.00,0,-9.92668,0.00,3753699,,
ILMN_1829961,1.00,1.00,0,-9.92668,0.00,23540064,,
ILMN_1829963,1.00,1.00,0,-9.92668,0.00,4850643,,
ILMN_1830005,1.00,1.00,0,-9.92668,0.00,19047679,,
ILMN_1830008,1.00,1.00,0,-9.92668,0.00,11160934,,
ILMN_1830015,1.00,1.00,0,-9.92668,0.00,4664360,,
ILMN_1830019,1.00,1.00,0,-9.92668,0.00,23526384,,
ILMN_1830040,1.00,1.00,0,-9.92668,0.00,15941325,PIEZO2,piezo type mechanosensitive ion channel component 2
ILMN_1830105,1.00,1.00,0,-9.92668,0.00,26011571,,
ILMN_1830117,1.00,1.00,0,-9.92668,0.00,21752214,LINC01505,long intergenic non-protein coding RNA 1505
ILMN_1830153,1.00,1.00,0,-9.92668,0.00,27877697,LINC00446,long intergenic non-protein coding RNA 446
ILMN_1830157,1.00,1.00,0,-9.92668,0.00,32173430,,
ILMN_1830209,1.00,1.00,0,-9.92668,0.00,21985086,,
ILMN_1830213,1.00,1.00,0,-9.92668,0.00,2788590,,
ILMN_1830214,1.00,1.00,0,-9.92668,0.00,30048609,,
ILMN_1830224,1.00,1.00,0,-9.92668,0.00,83128371,,
ILMN_1830250,1.00,1.00,0,-9.92668,0.00,83038064,LOC102546228,uncharacterized LOC102546228
ILMN_1830251,1.00,1.00,0,-9.92668,0.00,27846476,,
ILMN_1830276,1.00,1.00,0,-9.92668,0.00,83155829,,
ILMN_1830301,1.00,1.00,0,-9.92668,0.00,10821550,,
ILMN_1830303,1.00,1.00,0,-9.92668,0.00,11592208,,
ILMN_1830336,1.00,1.00,0,-9.92668,0.00,5543036,,
ILMN_1830339,1.00,1.00,0,-9.92668,0.00,3053080,,
ILMN_1830387,1.00,1.00,0,-9.92668,0.00,1483673,,
ILMN_1830404,1.00,1.00,0,-9.92668,0.00,21961214,LOC101928797,uncharacterized LOC101928797
ILMN_1830427,1.00,1.00,0,-9.92668,0.00,4332870,,
ILMN_1830447,1.00,1.00,0,-9.92668,0.00,5863140,,
ILMN_1830448,1.00,1.00,0,-9.92668,0.00,83048035,,
ILMN_1830454,1.00,1.00,0,-9.92668,0.00,11597991,,
ILMN_1830467,1.00,1.00,0,-9.92668,0.00,2358683,,
ILMN_1830478,1.00,1.00,0,-9.92668,0.00,13717716,,
ILMN_1830483,1.00,1.00,0,-9.92668,0.00,5659688,,
ILMN_1830502,1.00,1.00,0,-9.92668,0.00,6138613,,
ILMN_1830510,1.00,1.00,0,-9.92668,0.00,47417913,,
ILMN_1830591,1.00,1.00,0,-9.92668,0.00,12080196,,
ILMN_1830593,1.00,1.00,0,-9.92668,0.00,2901392,,
ILMN_1830602,1.00,1.00,0,-9.92668,0.00,3143636,,
ILMN_1830620,1.00,1.00,0,-9.92668,0.00,314554,,
ILMN_1830625,1.00,1.00,0,-9.92668,0.00,4535262,,
ILMN_1830634,1.00,1.00,0,-9.92668,0.00,27825838,,
ILMN_1830676,1.00,1.00,0,-9.92668,0.00,83106724,,
ILMN_1830681,1.00,1.00,0,-9.92668,0.00,2505662,,
ILMN_1830706,1.00,1.00,0,-9.92668,0.00,28290344,MIR7515HG,MIR7515 host gene
ILMN_1830717,1.00,1.00,0,-9.92668,0.00,4895966,,
ILMN_1830725,1.00,1.00,0,-9.92668,0.00,11590785,,
ILMN_1830761,1.00,1.00,0,-9.92668,0.00,9876908,,
ILMN_1830772,1.00,1.00,0,-9.92668,0.00,82860999,,
ILMN_1830779,1.00,1.00,0,-9.92668,0.00,27824652,,
ILMN_1830794,1.00,1.00,0,-9.92668,0.00,6808107,LINC01257,long intergenic non-protein coding RNA 1257
ILMN_1830795,1.00,1.00,0,-9.92668,0.00,82859177,,
ILMN_1830811,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1830816,1.00,1.00,0,-9.92668,0.00,6144491,,
ILMN_1830821,1.00,1.00,0,-9.92668,0.00,16177260,,
ILMN_1830824,1.00,1.00,0,-9.92668,0.00,31154463,LOC105371907,uncharacterized LOC105371907
ILMN_1830827,1.00,1.00,0,-9.92668,0.00,3644560,,
ILMN_1830862,1.00,1.00,0,-9.92668,0.00,39890231,,
ILMN_1830866,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1830914,1.00,1.00,0,-9.92668,0.00,28837695,,
ILMN_1830926,1.00,1.00,0,-9.92668,0.00,2556119,,
ILMN_1830929,1.00,1.00,0,-9.92668,0.00,4089617,,
ILMN_1830952,1.00,1.00,0,-9.92668,0.00,2953062,,
ILMN_1830974,1.00,1.00,0,-9.92668,0.00,19730872,,
ILMN_1830985,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1830998,1.00,1.00,0,-9.92668,0.00,19606696,,
ILMN_1831003,1.00,1.00,0,-9.92668,0.00,23532756,,
ILMN_1831035,1.00,1.00,0,-9.92668,0.00,83081183,,
ILMN_1831038,1.00,1.00,0,-9.92668,0.00,27828592,,
ILMN_1831086,1.00,1.00,0,-9.92668,0.00,8161435,,
ILMN_1831098,1.00,1.00,0,-9.92668,0.00,27825494,,
ILMN_1831106,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1831179,1.00,1.00,0,-9.92668,0.00,3037918,,
ILMN_1831185,1.00,1.00,0,-9.92668,0.00,27841905,,
ILMN_1831219,1.00,1.00,0,-9.92668,0.00,83080478,,
ILMN_1831245,1.00,1.00,0,-9.92668,0.00,2836776,,
ILMN_1831274,1.00,1.00,0,-9.92668,0.00,13748025,,
ILMN_1831283,1.00,1.00,0,-9.92668,0.00,27841948,,
ILMN_1831291,1.00,1.00,0,-9.92668,0.00,79820930,,
ILMN_1831297,1.00,1.00,0,-9.92668,0.00,38150478,,
ILMN_1831320,1.00,1.00,0,-9.92668,0.00,18798520,LOC101926944,uncharacterized LOC101926944
ILMN_1831325,1.00,1.00,0,-9.92668,0.00,5339969,,
ILMN_1831342,1.00,1.00,0,-9.92668,0.00,16552449,,
ILMN_1831344,1.00,1.00,0,-9.92668,0.00,21752332,,
ILMN_1831345,1.00,1.00,0,-9.92668,0.00,21754131,SOX9-AS1,SOX9 antisense RNA 1
ILMN_1831348,1.00,1.00,0,-9.92668,0.00,81146010,,
ILMN_1831351,1.00,1.00,0,-9.92668,0.00,20361192,,
ILMN_1831369,1.00,1.00,0,-9.92668,0.00,2541081,,
ILMN_1831380,1.00,1.00,0,-9.92668,0.00,21683057,,
ILMN_1831406,1.00,1.00,0,-9.92668,0.00,1777259,,
ILMN_1831416,1.00,1.00,0,-9.92668,0.00,24727831,,
ILMN_1831436,1.00,1.00,0,-9.92668,0.00,19731377,,
ILMN_1831441,1.00,1.00,0,-9.92668,0.00,13747830,,
ILMN_1831445,1.00,1.00,0,-9.92668,0.00,2243668,,
ILMN_1831506,1.00,1.00,0,-9.92668,0.00,18985249,,
ILMN_1831513,1.00,1.00,0,-9.92668,0.00,11599998,,
ILMN_1831549,1.00,1.00,0,-9.92668,0.00,7374775,,
ILMN_1831590,1.00,1.00,0,-9.92668,0.00,47301840,CTD-2297D10.2,uncharacterized LOC101929176
ILMN_1831600,1.00,1.00,0,-9.92668,0.00,7375589,,
ILMN_1831607,1.00,1.00,0,-9.92668,0.00,83078235,,
ILMN_1831608,1.00,1.00,0,-9.92668,0.00,19727053,,
ILMN_1831628,1.00,1.00,0,-9.92668,0.00,51649002,,
ILMN_1831676,1.00,1.00,0,-9.92668,0.00,2807103,,
ILMN_1831678,1.00,1.00,0,-9.92668,0.00,6877584,,
ILMN_1831693,1.00,1.00,0,-9.92668,0.00,5054809,,
ILMN_1831711,1.00,1.00,0,-9.92668,0.00,27843023,,
ILMN_1831829,1.00,1.00,0,-9.92668,0.00,3674149,LARP4B,La ribonucleoprotein domain family member 4B
ILMN_1831833,1.00,1.00,0,-9.92668,0.00,23540725,,
ILMN_1831874,1.00,1.00,0,-9.92668,0.00,21749444,,
ILMN_1831882,1.00,1.00,0,-9.92668,0.00,2941661,,
ILMN_1831896,1.00,1.00,0,-9.92668,0.00,5511112,,
ILMN_1831925,1.00,1.00,0,-9.92668,0.00,23679959,,
ILMN_1831942,1.00,1.00,0,-9.92668,0.00,16550499,CLVS2,clavesin 2
ILMN_1831979,1.00,1.00,0,-9.92668,0.00,34367826,LINC01498,long intergenic non-protein coding RNA 1498
ILMN_1832001,1.00,1.00,0,-9.92668,0.00,21981219,,
ILMN_1832002,1.00,1.00,0,-9.92668,0.00,27693869,,
ILMN_1832007,1.00,1.00,0,-9.92668,0.00,27836367,,
ILMN_1832026,1.00,1.00,0,-9.92668,0.00,38149873,,
ILMN_1832067,1.00,1.00,0,-9.92668,0.00,20360527,,
ILMN_1832108,1.00,1.00,0,-9.92668,0.00,1963471,,
ILMN_1832119,1.00,1.00,0,-9.92668,0.00,16552061,LOC101927431,uncharacterized LOC101927431
ILMN_1832158,1.00,1.00,0,-9.92668,0.00,11594568,,
ILMN_1832161,1.00,1.00,0,-9.92668,0.00,4649172,,
ILMN_1832172,1.00,1.00,0,-9.92668,0.00,10583954,,
ILMN_1832199,1.00,1.00,0,-9.92668,0.00,758028,,
ILMN_1832240,1.00,1.00,0,-9.92668,0.00,5742437,,
ILMN_1832271,1.00,1.00,0,-9.92668,0.00,27823661,,
ILMN_1832297,1.00,1.00,0,-9.92668,0.00,2953383,LINC01617,long intergenic non-protein coding RNA 1617
ILMN_1832320,1.00,1.00,0,-9.92668,0.00,6472587,,
ILMN_1832356,1.00,1.00,0,-9.92668,0.00,870086,,
ILMN_1832359,1.00,1.00,0,-9.92668,0.00,6837547,,
ILMN_1832409,1.00,1.00,0,-9.92668,0.00,2838194,,
ILMN_1832419,1.00,1.00,0,-9.92668,0.00,27832864,,
ILMN_1832430,1.00,1.00,0,-9.92668,0.00,19598057,,
ILMN_1832433,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1832459,1.00,1.00,0,-9.92668,0.00,27845599,,
ILMN_1832475,1.00,1.00,0,-9.92668,0.00,3246378,,
ILMN_1832515,1.00,1.00,0,-9.92668,0.00,7794184,,
ILMN_1832521,1.00,1.00,0,-9.92668,0.00,83107995,,
ILMN_1832522,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1832544,1.00,1.00,0,-9.92668,0.00,7237662,,
ILMN_1832551,1.00,1.00,0,-9.92668,0.00,19388809,,
ILMN_1832574,1.00,1.00,0,-9.92668,0.00,8165132,,
ILMN_1832583,1.00,1.00,0,-9.92668,0.00,27880895,,
ILMN_1832610,1.00,1.00,0,-9.92668,0.00,24791318,,
ILMN_1832625,1.00,1.00,0,-9.92668,0.00,78458402,,
ILMN_1832643,1.00,1.00,0,-9.92668,0.00,2071271,,
ILMN_1832664,1.00,1.00,0,-9.92668,0.00,9337135,LINC01474,long intergenic non-protein coding RNA 1474
ILMN_1832684,1.00,1.00,0,-9.92668,0.00,13918902,,
ILMN_1832692,1.00,1.00,0,-9.92668,0.00,22707633,,
ILMN_1832703,1.00,1.00,0,-9.92668,0.00,27841709,,
ILMN_1832742,1.00,1.00,0,-9.92668,0.00,3483624,,
ILMN_1832746,1.00,1.00,0,-9.92668,0.00,81815173,,
ILMN_1832762,1.00,1.00,0,-9.92668,0.00,8161150,,
ILMN_1832787,1.00,1.00,0,-9.92668,0.00,20360302,,
ILMN_1832800,1.00,1.00,0,-9.92668,0.00,15941136,,
ILMN_1832804,1.00,1.00,0,-9.92668,0.00,4851868,,
ILMN_1832843,1.00,1.00,0,-9.92668,0.00,11601008,,
ILMN_1832893,1.00,1.00,0,-9.92668,0.00,27824416,,
ILMN_1832927,1.00,1.00,0,-9.92668,0.00,47329716,,
ILMN_1832934,1.00,1.00,0,-9.92668,0.00,27785573,,
ILMN_1832951,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1832986,1.00,1.00,0,-9.92668,0.00,4124569,LOC105375773,uncharacterized LOC105375773
ILMN_1833028,1.00,1.00,0,-9.92668,0.00,24788668,,
ILMN_1833069,1.00,1.00,0,-9.92668,0.00,12198448,,
ILMN_1833080,1.00,1.00,0,-9.92668,0.00,NA,,
ILMN_1833099,1.00,1.00,0,-9.92668,0.00,13139933,,
ILMN_1833102,1.00,1.00,0,-9.92668,0.00,27824446,LOC105373518,uncharacterized LOC105373518
ILMN_1833121,1.00,1.00,0,-9.92668,0.00,47287975,,
ILMN_1833134,1.00,1.00,0,-9.92668,0.00,5847920,,
ILMN_1833136,1.00,1.00,0,-9.92668,0.00,2557301,,
ILMN_1833160,1.00,1.00,0,-9.92668,0.00,5742892,,
ILMN_1833170,1.00,1.00,0,-9.92668,0.00,10802803,,
ILMN_1833197,1.00,1.00,0,-9.92668,0.00,34528086,,
ILMN_1833222,1.00,1.00,0,-9.92668,0.00,24718563,,
ILMN_1833281,1.00,1.00,0,-9.92668,0.00,19118562,,
ILMN_1833297,1.00,1.00,0,-9.92668,0.00,2397281,,
ILMN_1833324,1.00,1.00,0,-9.92668,0.00,15335067,,
ILMN_1833326,1.00,1.00,0,-9.92668,0.00,32177360,,
ILMN_1833331,1.00,1.00,0,-9.92668,0.00,27878556,,
ILMN_1833333,1.00,1.00,0,-9.92668,0.00,24787011,,
ILMN_1833337,1.00,1.00,0,-9.92668,0.00,9510198,,
ILMN_1833346,1.00,1.00,0,-9.92668,0.00,18777720,,
ILMN_1833349,1.00,1.00,0,-9.92668,0.00,13713536,,
ILMN_1833350,1.00,1.00,0,-9.92668,0.00,27843051,,
ILMN_1833359,1.00,1.00,0,-9.92668,0.00,27881236,LOC101927000,uncharacterized LOC101927000
ILMN_1833394,1.00,1.00,0,-9.92668,0.00,11129462,,
ILMN_1833398,1.00,1.00,0,-9.92668,0.00,1859047,,
ILMN_1833431,1.00,1.00,0,-9.92668,0.00,21707033,,
ILMN_1833507,1.00,1.00,0,-9.92668,0.00,82859185,,
ILMN_1833508,1.00,1.00,0,-9.92668,0.00,24473498,,
ILMN_1833530,1.00,1.00,0,-9.92668,0.00,39888698,,
ILMN_1833560,1.00,1.00,0,-9.92668,0.00,6142805,,
